formula,gen,out_of_range,tc_ideal_K,tc_hw_K
V4.48Te3.76As2.12Bi3.62S5.78,random,False,6.82,6.45
K0.52Mo5.23Sn3.04Ge3.61Co2.03,random,False,3.78,3.62
Ni5.82Nb5.24,random,False,2.1,2.17
Fe1.72Se5.07Ba1.95,iron,False,7.92,8.19
Tl2.54Cu4.75O0.61,cuprate,False,26.14,25.76
Sn2.79Co5.75Ti0.17,random,False,5.29,5.92
Mg5.92Cu0.74Si3.89Sb2.41B2.58,random,False,16.82,17.35
Fe0.19Se5.19Ba5.29,iron,False,8.15,8.56
Tl5.24Cu1.95O0.43,cuprate,False,19.84,18.04
Y3.2Rb0.16,random,False,3.19,3.51
Tl2.42La5.11Cu1.51O1.61,cuprate,False,35.11,31.76
Ca2.08Rb0.86Se5.72S5.85H5.81,random,False,11.48,9.97
P3.23Ca1.77,random,False,12.8,12.79
Y2.69Nb4.94,random,False,3.11,3.24
S3.75C0.36Se5.73Ni3.92,random,False,3.87,3.74
Nb1.3Zr2.83,random,False,3.52,3.2
K5.14As1.14Te3.09Si3.76Bi2.71,random,False,6.12,6.26
P4.84La2.93,random,False,3.24,10.54
Sr4.41Cu5.57O5.24,cuprate,False,46.28,44.06
Fe0.63As1.86Tl5.49,iron,False,3.66,3.91
Bi0.96B2.85Ca1.89As3.37,random,False,14.12,13.34
Hg1.82S5.93Ba4.16Zr0.78Nb1.55,random,False,13.77,12.96
Tl5.59Ti0.83,random,False,3.26,3.47
Fe5.5F1.61Y4.34As5.24La1.7,random,False,23.54,21.74
Fe0.6P5.49Sr5.81,iron,False,9.75,9.32
Ca4.08Ba2.45Cu5.22O3.91,cuprate,False,55.09,51.53
La4.78Cu5.12O4.19,cuprate,False,30.63,29.11
Fe3.01Te1.05Ca3.8,iron,False,14.09,13.32
As5.23Hg1.08F3.41,random,False,5.19,5.01
Nd0.28Cu3.68O0.7,cuprate,False,25.79,24.69
Nd5.14Tl0.81Cu5.25O1.65,cuprate,False,41.16,39.0
Rb3.33V1.83Cu1.34Y3.0Zr1.61,random,False,8.17,8.04
Nd5.81Hg4.42Cu1.69O0.74,cuprate,False,40.07,38.37
Y5.66Tl0.89V2.89Rb2.8Hg5.52,random,False,5.65,6.5
Fe1.4P2.1La1.32,iron,False,6.91,6.87
Hg2.93Ba5.25Cu3.87O3.82,cuprate,False,58.54,59.53
La4.06Mo4.3F1.74P5.48O1.02,random,False,9.52,8.97
As5.15Mg3.99Ni3.23,random,False,5.77,6.13
Bi4.79Cu5.12O0.14,cuprate,False,10.74,10.49
Nd4.54Cu1.29O5.15,cuprate,False,22.18,20.65
Se2.48K3.42Rb1.74Fe1.84Co5.85,random,False,7.61,6.3
Fe1.36As2.6Y5.6,iron,False,7.27,7.29
Pb3.44Ca5.53As4.59Se4.31,random,False,14.67,21.51
Fe2.73As2.14Tl2.12,iron,False,4.22,4.28
Ca4.84Sr4.67Cu3.47O5.8,cuprate,False,56.09,53.58
Sr4.72Hg4.1,random,False,5.09,5.13
Fe2.3Se5.86Hg2.04,iron,False,7.76,7.8
Hg1.77Ti4.23Mo5.2S1.96,random,False,12.58,12.9
Fe3.37P1.82La1.12,iron,False,8.76,8.88
Fe2.17P3.43Ba0.78,iron,False,11.04,11.17
Sn3.12Si0.58Zr1.02Rb1.73Mg3.5,random,False,10.43,10.57
La4.84Cu5.88O4.99,cuprate,False,30.89,31.04
Tl0.96Bi2.0B1.8K3.36,random,False,5.98,6.24
Ca2.89Ba4.48Cu0.55O0.76,cuprate,False,37.36,36.81
Rb2.06Si5.17Ti5.07,random,False,11.18,10.96
Te4.24Hg5.55Si1.27Bi2.17Mo4.23,random,False,10.13,9.8
Fe0.86Te5.64Bi4.34,iron,False,3.37,3.18
Si5.52V5.57As0.73,random,False,8.56,8.64
Y2.75Sr5.75Cu4.43O5.51,cuprate,False,56.31,42.58
Y1.95Nd0.64Cu4.26O5.0,cuprate,False,45.8,45.1
Sr1.51Cu1.62O1.53,cuprate,False,45.66,44.14
Fe4.22As4.21Sr1.06,iron,False,7.31,7.27
Bi3.44Cu5.21O1.55,cuprate,False,13.48,13.37
Ca1.31Cu5.6O2.81,cuprate,False,37.48,36.79
Bi0.18Hg2.35Cu4.83O2.44,cuprate,False,43.07,39.24
Zr5.25O2.39Ba3.17,random,False,16.71,12.91
Bi4.63Ca4.35Cu4.4O2.02,cuprate,False,35.32,33.64
Sn1.83As5.51Mg2.05H2.94Ni4.66,random,False,11.39,14.7
Hg0.97Cu0.83O2.1,cuprate,False,38.97,40.6
La2.83Ba1.26H4.53Mo4.44Se1.32,random,False,14.76,15.32
Fe1.87As0.5Sr2.91,iron,False,7.6,7.52
Y4.53Hg0.17Cu3.82O2.54,cuprate,False,48.98,45.49
Hg5.06K3.76Rb2.66Bi0.39Si2.58,random,False,10.98,11.95
Nb5.75Sb3.84Ca1.57,random,False,6.31,7.24
C2.86Si3.18Nb5.74Zr1.56,random,False,8.65,7.94
Fe2.32Se4.15Y2.89,iron,False,7.57,7.28
La1.79Cu5.93O4.47,cuprate,False,32.08,29.95
Y5.18Cu2.7O0.42,cuprate,False,28.23,25.75
V0.23Hg3.83Ge0.96Y4.36,random,False,8.98,8.6
Cu4.6As4.83Ge1.34,random,False,5.21,4.96
Sr2.69Y1.23Cu3.21O4.76,cuprate,False,58.48,49.72
Sr3.66Cu4.09O4.74,cuprate,False,47.29,44.45
Ba2.33Cu1.78O4.88,cuprate,False,50.02,47.13
Ti1.81Fe5.13B5.85,random,False,11.96,9.34
Mo0.3Bi1.94Rb5.32,random,False,2.64,2.9
Ca0.85Bi0.55Cu0.91O4.88,cuprate,False,27.27,25.94
Ni2.97Bi1.91Y0.62O1.91,random,False,7.47,7.09
O0.31Se3.01Ni1.56Mg0.18,random,False,6.1,6.16
Sr0.44Tl4.34Cu2.36O4.38,cuprate,False,43.1,38.69
La1.23Cu5.51O1.85,cuprate,False,30.64,27.95
Zr4.84As5.43K4.72La4.03B4.49,random,False,8.55,7.32
Fe5.94P5.84Bi1.72,iron,False,7.8,7.23
Hg5.42Cu1.72O4.92,cuprate,False,32.76,30.17
Y2.55Cu3.19O5.44,cuprate,False,35.29,36.48
K0.85Y2.52F1.47As2.15,random,False,15.48,14.48
Tl5.17Hg4.04Cu5.52O2.66,cuprate,False,48.19,44.82
Fe3.73As3.23Ba1.0,iron,False,8.42,8.06
Fe2.34P1.08Bi1.99,iron,False,6.05,6.23
Bi3.6Y2.81Se5.8,random,False,3.72,3.7
Hg1.42La3.6Mo5.79Sr2.94Co2.75,random,False,8.52,8.13
Fe4.43P1.08Y1.42,iron,False,11.05,11.96
Se0.41Ni1.47Rb4.16H5.09Sb3.38,random,False,8.3,8.53
H4.93Ti5.5S5.22Sr5.81Mo0.2,random,False,19.56,18.99
Ni0.34Ge3.57V5.27,random,False,3.59,3.94
Tl3.6Ca2.92Cu2.75O2.48,cuprate,False,48.69,42.77
Ni4.74S2.43O1.0V5.6C5.83,random,False,4.91,4.86
Mg4.0H1.71,random,False,21.36,20.94
Bi2.82F4.56Ge2.06Mg2.13O2.54,random,False,13.59,13.06
Hg0.17Pb0.29Ca1.96O2.38,random,False,52.47,41.43
Y2.56Cu3.49O4.61,cuprate,False,36.63,33.05
Fe3.21Se5.82Nd1.37,iron,False,6.02,6.04
Fe1.6Te4.84Tl3.28,iron,False,4.1,4.08
Ti0.56Ge2.8Se4.1,random,False,4.29,4.61
Fe0.24Te3.5Tl2.37,iron,False,3.7,3.96
Nd0.15Cu4.9O5.98,cuprate,False,26.81,26.48
Sr2.08K1.95Tl4.29Mg2.28,random,False,4.65,4.31
Sn3.07As1.71Tl3.73,random,False,2.72,3.29
Nd4.01Y4.97Cu5.15O0.38,cuprate,False,38.74,31.88
Si3.76B1.29F1.37Ba4.16,random,False,13.71,13.42
Tl2.59Cu5.03O0.13,cuprate,False,21.92,21.12
Y1.93Ba4.64Nb0.76Mg3.59,random,False,8.08,8.26
Y0.82Cu2.9O1.07,cuprate,False,34.22,32.85
Fe1.59Te1.96La5.53,iron,False,4.74,4.47
Cu5.69Se0.79Hg5.77,random,False,20.01,20.44
O2.41F5.26,random,True,5.95,5.82
F1.11V2.13Se3.69,random,False,6.12,6.35
K4.91Nb5.69Rb5.35V5.73Sr0.27,random,False,4.54,4.76
Y4.0S1.54,random,False,5.15,5.6
Tl1.91Cu2.65O3.56,cuprate,False,29.54,26.57
Nd3.38La0.86Cu4.82O4.21,cuprate,False,36.83,35.07
La2.77Ca1.36Cu1.02O3.43,cuprate,False,44.63,40.44
La3.95Y2.01Cu5.29O4.4,cuprate,False,45.34,45.37
Pb2.76Mg1.52,random,False,3.5,3.46
Nd5.07Cu5.33O2.28,cuprate,False,30.46,25.65
Ge4.08K2.88Zr5.8Mo4.33,random,False,4.19,4.33
Fe3.9As1.85Sr4.36,iron,False,7.31,7.14
O4.19C3.73Si1.67Sr0.51H5.12,random,False,7.71,6.74
Fe0.85Se1.63Ca5.13,iron,False,18.21,17.89
Sr4.58La4.45Cu4.08O0.59,cuprate,False,42.11,40.54
Si0.89Ge5.02Cu1.05Mo5.53V3.14,random,False,7.48,7.12
Ba5.89Nb1.03Ge4.97Ni1.77,random,False,5.48,5.54
B0.78Nb3.28,random,False,7.54,7.19
Ba4.95H3.22Pb5.76,random,False,12.78,18.77
Fe0.76As5.52Ba1.96,iron,False,7.87,7.74
Te0.75Mo3.09H5.14Sb4.06,random,False,6.25,6.29
Ni5.83Cu1.82Y0.16F0.52,random,False,23.43,22.81
Hg1.88Ca2.91Cu0.51O4.74,cuprate,False,62.21,59.96
Sn1.22Tl0.61,random,False,2.08,2.14
Bi0.9Ba0.95Cu3.28O2.64,cuprate,False,46.29,43.24
Cu1.98O5.26,random,False,11.82,11.79
Se1.97C5.19,random,False,5.45,5.52
Fe1.96As1.34Hg2.25,iron,False,7.03,6.68
C3.67S0.31H1.53As4.88,random,False,3.53,3.52
O3.87Ba1.58Sb2.34Nb0.19,random,False,8.28,8.23
Si5.42Bi1.72,random,False,4.42,4.38
Fe2.93Se0.19Tl3.22,iron,False,5.47,5.59
V4.4Ba5.12B5.07C4.53Pb0.56,random,False,14.42,14.39
Ti2.85Nb2.63Zr5.38Fe5.7,random,False,6.73,6.51
Cu2.73Sr5.37Pb5.27Tl5.1,random,False,8.38,8.48
Co0.3Ca2.33Sr5.79,random,False,5.84,5.69
Ba3.97Cu3.3O0.46,cuprate,False,33.54,31.49
Bi3.19Ge1.88V1.42,random,False,2.78,2.8
Nd5.91Cu2.31O3.19,cuprate,False,26.45,24.39
Si3.26Sb1.65,random,False,4.55,4.43
Y4.9Cu4.47O2.79,cuprate,False,34.92,34.12
Hg0.35Tl1.36Cu1.55O2.96,cuprate,False,49.38,40.43
Si1.21P4.05C0.76Sr5.26Nb1.05,random,False,12.91,11.71
Nd3.22Y2.04Cu0.15O2.83,cuprate,False,28.32,46.42
H1.5Ti0.73,random,False,7.58,7.21
As0.74Ba1.72P3.13Ge4.64Ni5.71,random,False,8.97,8.25
Rb2.51F3.68Ti5.21Si1.95,random,False,17.23,16.85
Fe2.81As3.84Hg0.18,iron,False,7.52,7.52
Mg1.31Rb3.07Fe3.68K4.72Bi5.62,random,False,6.29,6.64
Nd5.77Ba5.93Cu3.63O0.71,cuprate,False,41.15,38.18
F2.38Se0.22Sb3.85Hg3.72,random,False,8.28,8.58
Fe3.0As3.3Hg1.57,iron,False,7.64,7.29
S4.2K4.59La0.87,random,False,5.19,5.78
Fe4.82Se2.0Y1.07,iron,False,9.82,10.08
S3.57B5.46H1.09La0.28Ca5.2,random,False,21.76,20.8
La4.73Ge0.38Y0.4,random,False,4.34,4.08
Te0.15F3.39,random,True,6.45,6.51
Tl2.28Mo5.5,random,False,3.25,3.31
Hg4.82Ca0.14Cu4.24O1.75,cuprate,False,45.33,39.32
Bi5.78Ba5.07Cu4.54O2.9,cuprate,False,37.81,34.23
C5.62Co2.15,random,False,6.8,6.73
Co4.04P4.92Si5.22,random,False,6.99,6.54
La0.27Sr2.83Cu2.11O5.17,cuprate,False,55.0,44.53
Ge2.97H1.15Cu2.9V3.97,random,False,17.43,17.16
Tl0.87C1.25Mg0.55,random,False,7.95,8.37
Sr4.1Nd3.85Cu4.92O4.75,cuprate,False,54.38,49.08
Hg5.3Cu4.01O3.65,cuprate,False,34.84,28.06
Sr0.91Cu2.57O4.12,cuprate,False,45.77,41.17
Sr2.99Ba4.03Cu4.92O5.79,cuprate,False,60.38,24.8
Tl4.88Y1.11Cu3.98O1.33,cuprate,False,39.55,41.43
Nd0.71Cu5.1O1.52,cuprate,False,29.77,29.61
Nd0.91Ca0.13Cu3.65O0.48,cuprate,False,33.77,29.71
Hg5.88Cu1.28O2.5,cuprate,False,28.61,27.59
Ba2.81Cu5.36O0.74,cuprate,False,35.88,32.67
Bi2.44Y5.98Cu5.17O3.76,cuprate,False,38.42,34.75
Ba2.27La4.32Cu3.07O2.87,cuprate,False,49.95,48.24
Nd5.88Y0.49Cu1.43O2.69,cuprate,False,32.83,31.71
Ge4.85Tl0.42Sn5.89,random,False,2.53,2.43
Mg3.44Co0.68Si4.11Ca0.19,random,False,11.04,10.66
Y3.68La4.26,random,False,2.65,2.75
Si1.14C1.79Sr4.85As3.85,random,False,9.24,8.9
Fe4.13Se3.95Ba2.02,iron,False,10.94,10.43
Fe3.1P3.81La4.51,iron,False,6.71,6.66
Bi2.15Tl0.83Cu4.38O1.7,cuprate,False,25.81,26.98
H3.07Se1.11Ca3.89,random,False,22.02,20.28
Rb2.44Pb0.66Sn3.33Ge4.87,random,False,3.38,3.4
Fe5.08Te3.57Bi0.72,iron,False,5.46,5.29
Ba4.71Se2.45Te2.18,random,False,5.46,4.7
Tl2.52Hg3.03Cu1.88O1.33,cuprate,False,46.41,43.86
F0.2H0.42,random,False,5.18,4.84
Fe3.08As2.47Hg4.66,iron,False,6.77,6.05
Ca5.16Cu3.35O4.03,cuprate,False,43.07,34.54
Nd0.27Cu3.63O0.97,cuprate,False,27.85,25.3
La2.97Sr2.15Cu5.59O0.72,cuprate,False,42.46,30.82
Sb4.91Pb3.0Mg1.64Co4.85,random,False,5.77,5.8
Bi1.58La4.73Cu2.25O0.52,cuprate,False,25.58,24.58
Sr5.25C2.46,random,False,10.82,10.26
Fe1.65Te6.0Sr3.5,iron,False,6.31,6.32
Tl0.15Cu3.44O2.91,cuprate,False,31.19,28.28
Ba5.6Hg3.93Cu5.82O5.44,cuprate,False,61.65,59.76
B2.54Cu2.56Mo5.28K2.02S4.5,random,False,13.98,13.88
V5.07Hg1.76B5.3Sn3.93,random,False,9.23,8.5
K2.37Ni0.61Bi0.62Fe5.18,random,False,5.53,5.34
Fe4.4Hg5.99P0.96K3.79Mg1.94,random,False,18.17,18.55
B3.69Fe2.6Hg2.17Nb1.69Y5.2,random,False,15.71,15.35
La3.04Y0.65Cu3.07O2.85,cuprate,False,42.32,40.78
Mg4.56Se1.04F2.36,random,False,9.29,9.51
Fe0.86Te0.25Nd4.42,iron,False,5.48,5.39
Hg1.4Cu5.56O0.57,cuprate,False,31.39,31.47
B4.19S3.65,random,False,4.35,4.2
C4.25V3.42P1.05H5.62Se5.93,random,False,5.08,4.98
Fe3.09Ge5.45,random,False,4.3,4.1
Sr4.24Cu1.58O5.77,cuprate,False,46.21,38.03
Rb4.65Si3.61S2.8V3.35,random,False,7.35,7.8
Y5.11Mo2.04Co0.12C5.06,random,False,8.69,8.83
Fe3.61P5.47Ca1.4,iron,False,12.57,12.63
Hg3.33Sb0.99Ca1.88Sr5.28,random,False,16.36,13.69
Se3.32Pb4.71As4.23Ge0.25P2.34,random,False,6.97,6.87
Ba3.57Mo4.15Sn4.03Nb1.37Ge0.75,random,False,5.4,13.65
Fe0.37Se4.31Tl3.93,iron,False,4.71,4.64
Fe4.55Se0.38Hg1.01,iron,False,10.26,9.97
Bi3.27Cu5.43O2.79,cuprate,False,13.79,12.87
Y4.03Cu0.99O1.43,cuprate,False,28.66,26.62
Fe2.88Te4.46La5.29,iron,False,4.73,4.57
Sb5.55Mg1.75Sn5.12Nb5.74,random,False,5.29,5.2
Hg0.29Cu2.74O1.33,cuprate,False,36.22,33.74
Ca5.32Sr0.54Cu5.44O5.32,cuprate,False,51.33,50.39
Fe2.49Te1.37Hg3.68,iron,False,7.43,7.28
Ti3.83H4.28Sb3.14,random,False,8.0,7.56
Sr2.41Nd5.0Cu5.77O0.65,cuprate,False,40.54,35.88
Hg3.37Sr4.14Cu1.33O3.25,cuprate,False,55.99,51.45
Co3.59Pb4.66Bi1.64,random,False,2.75,2.69
Mo1.75Bi2.42Ti1.42B2.83Hg1.33,random,False,12.47,12.28
Fe5.6Te1.05La4.31,iron,False,6.62,7.3
Mg0.35Ni4.73As2.03,random,False,4.51,5.37
Fe4.5As3.24Ba4.12,iron,False,8.11,7.48
Sr3.3Ca3.92Cu0.96O4.37,cuprate,False,55.69,51.63
Fe3.16Te1.49La4.32,iron,False,5.6,5.43
Fe0.15Te2.71Tl3.73,iron,False,3.72,3.99
H0.23S5.39K1.72,random,False,5.95,6.02
Sr4.31Te4.81Ba4.42,random,False,6.7,6.25
Tl4.06Cu5.77O2.77,cuprate,False,30.18,25.32
Y2.9Ge1.43La3.9K4.07Ba1.01,random,False,5.57,5.87
Ni3.18Te0.58K5.78,random,False,3.9,11.41
Ni2.94P4.54Pb3.29Rb1.58B5.38,random,False,8.38,8.23
Ca5.51Cu5.34O1.4,cuprate,False,33.72,30.8
Tl2.99Bi4.82Cu4.95O3.36,cuprate,False,21.85,19.93
Cu4.11As2.39C0.11K1.69Ca1.29,random,False,17.72,17.45
Se0.22La5.96As4.66Tl3.95K2.67,random,False,6.75,7.19
Tl0.69F5.68Co3.42Fe0.32,random,False,12.25,12.61
Hg1.31La1.94Cu2.83O1.81,cuprate,False,56.84,56.57
Bi3.57Cu1.49O1.04,cuprate,False,9.2,8.76
B4.64Si1.66Ca0.62K0.37As5.45,random,False,13.18,11.92
Nd1.4Cu0.13O1.0,cuprate,False,19.12,18.96
Ti0.35Sb1.8Y4.88La2.47,random,False,5.47,5.54
Sr4.56Cu1.8O5.78,cuprate,False,46.31,42.22
S5.03Bi1.68Y5.36Nb4.63,random,False,7.6,8.07
Tl3.83O0.21S5.68Pb3.62La1.92,random,False,11.31,11.8
Ba5.18Cu5.41O5.8,cuprate,False,49.01,44.12
Sr5.89Cu5.26O1.12,cuprate,False,34.65,24.58
Sr1.4K1.7Si3.39S4.32,random,False,8.31,8.33
Ba2.19Cu1.45O1.09,cuprate,False,41.83,39.48
Fe3.22Te0.16La1.82,iron,False,7.34,7.07
Tl2.28Cu0.96O0.49,cuprate,False,22.42,21.16
C3.79Rb4.14Ge5.95,random,False,7.03,7.23
Ca4.08Nd0.25Cu1.41O3.57,cuprate,False,56.99,54.82
Tl0.81Sr5.81,random,False,3.16,2.63
Ca0.12B1.37La3.72Fe3.08,random,False,11.82,11.28
Bi3.72Fe5.85O2.91Co2.11,random,False,13.1,30.24
Ba3.32Si3.54Rb2.02La4.13,random,False,7.36,7.07
Hg3.92S3.2Sb2.51,random,False,5.86,5.92
Se3.72Co2.28,random,False,3.09,3.13
Ca3.36Cu3.28O4.27,cuprate,False,45.12,42.41
Mg3.88S1.8Ti5.16Y4.19Zr0.32,random,False,27.94,26.48
Fe1.61Se1.16Nd0.26,iron,False,8.02,7.75
Ca4.36Cu1.34O2.14,cuprate,False,39.82,36.1
S0.49Zr2.49Ti4.69B5.58,random,False,13.03,13.16
B5.15S4.88V1.64,random,False,5.53,5.5
Fe5.2P4.46Hg4.38,iron,False,9.41,9.44
Ba4.95Cu1.53O4.04,cuprate,False,44.52,41.22
Fe1.6Te0.32Ba4.97,iron,False,9.35,9.56
La3.55Ba2.23Cu3.71O2.16,cuprate,False,50.88,44.59
Fe0.26As3.83Ca2.17,iron,False,9.63,9.32
Pb1.51Rb1.52,random,False,2.46,2.51
Ca3.17Cu3.78O4.69,cuprate,False,45.1,35.34
Tl5.72Cu0.86O0.35,cuprate,False,16.28,16.08
Fe0.92B5.27,random,False,14.21,13.0
Rb2.92Tl4.97Co5.01Hg0.99,random,False,5.0,5.63
Mo3.81Cu0.92Ni0.55B4.72Nb1.66,random,False,10.48,10.47
Nd4.72Hg4.32Cu3.0O5.11,cuprate,False,55.6,55.54
Nd0.8Hg3.99Cu4.94O0.75,cuprate,False,45.2,43.4
O0.65S4.31Y3.98Pb0.44Ti1.88,random,False,17.49,15.8
Sr0.22Y0.14Cu0.42O5.23,cuprate,False,21.93,21.31
Hg0.82Bi2.3Cu5.16O5.03,cuprate,False,35.08,26.32
Fe5.12Se5.38Sr4.03,iron,False,9.9,9.59
Nd4.98Ba0.39Cu2.09O2.71,cuprate,False,40.8,38.96
V1.89Rb2.12Ba4.4,random,False,2.89,2.92
C4.83Rb5.62Pb2.52Si0.59Y5.46,random,False,12.57,12.05
Y2.07F2.96Ge0.85Ba0.19Ti0.57,random,False,22.91,20.57
H2.33Pb0.9Ca4.44Co4.31,random,False,27.48,26.3
Ba4.71As2.5Y0.76Ni0.13,random,False,7.99,7.18
Bi3.56Cu0.92O0.21,cuprate,False,7.82,7.7
Ni3.49F4.51Hg1.84Cu2.64Mo1.14,random,False,24.68,22.96
Hg0.51Cu4.63O0.28,cuprate,False,27.72,26.2
V1.92Te3.84Cu4.28La0.95,random,False,9.51,9.1
Ba3.99Cu1.99O4.12,cuprate,False,47.83,44.05
Nd4.25Cu3.16O1.6,cuprate,False,28.96,26.55
Co4.94Ca3.17C0.42Mg0.3,random,False,13.91,13.5
Nb2.92Sr5.97,random,False,3.09,3.11
Co5.21Bi5.65,random,False,2.16,2.54
Ca5.17Ba1.22Cu4.12O4.3,cuprate,False,56.11,53.23
Hg3.26C5.81Zr4.84Y3.63,random,False,12.55,12.38
Te3.24Ni5.05Ti0.59,random,False,3.4,3.31
Sr5.6Sb4.51Ni3.56Cu4.34Ba3.1,random,False,16.48,15.29
Hg1.18Mg4.26C1.35,random,False,12.6,12.18
Nd0.34Cu3.11O2.33,cuprate,False,31.21,30.07
Mo3.07Fe4.85Nb3.28Sr3.11,random,False,4.86,4.63
O5.73La2.48,random,False,5.55,5.28
Ba1.15Ca0.36Cu5.12O1.15,cuprate,False,39.83,26.62
K0.89Sb3.07Bi1.56O0.41,random,False,6.45,6.47
Co3.67Ca4.13Ba1.21,random,False,6.83,6.69
Zr2.01H6.0Hg3.75Tl2.88,random,False,14.43,14.83
Nd4.55Ba3.59Cu0.92O1.54,cuprate,False,40.69,38.66
Bi1.95Sr4.38Cu5.39O5.34,cuprate,False,49.69,47.85
Cu1.46Bi3.32Ti2.53Ba5.45Rb5.79,random,False,11.54,11.37
Ge4.46Sb2.19Mg3.71,random,False,6.56,6.14
Hg4.14Y5.37Cu3.0O2.18,cuprate,False,47.52,50.75
Fe1.85As1.69Bi2.8,iron,False,4.11,4.24
Hg4.77Cu5.5O1.07,cuprate,False,31.88,30.05
K3.33H3.39,random,False,15.03,13.82
Fe0.98As0.2Hg1.03,iron,False,7.49,7.55
Co4.08Mo3.21Zr3.37,random,False,3.91,3.87
Bi4.7Ni2.85Rb2.2,random,False,2.53,2.5
Y4.04Ba5.08,random,False,2.52,2.66
Fe1.1V2.47Bi1.06F2.64Nb2.37,random,False,14.91,12.39
Sr5.37B2.52Cu5.57Ca5.61,random,False,20.94,19.79
Bi1.14Sr1.04Cu4.62O1.4,cuprate,False,43.65,38.29
Ba3.78Hg4.53Cu0.74O5.39,cuprate,False,59.96,50.29
Ge4.27As4.54Y2.69,random,False,5.5,5.45
Fe4.69P3.64Ca3.43,iron,False,14.69,13.78
La2.26Hg3.68V1.92,random,False,3.36,3.24
Ti3.66O0.23,random,False,12.17,11.62
F0.41O5.37Ge0.55Nb3.91K0.12,random,False,9.44,9.02
Sr2.56Cu1.05O2.88,cuprate,False,46.04,33.22
Bi0.21Cu5.04O5.15,cuprate,False,17.56,16.82
V0.9Tl4.92As3.49Y2.66Ti3.85,random,False,7.31,6.9
Bi5.7Nd1.08Cu4.47O3.81,cuprate,False,17.62,15.95
Ca0.59Sr3.97Cu1.61O4.86,cuprate,False,55.36,52.04
Nd5.96Ba3.46Cu1.84O0.2,cuprate,False,35.14,34.56
Hg2.97Nd4.13Cu0.8O0.53,cuprate,False,38.23,36.21
Fe1.34Te2.69Tl0.17,iron,False,4.25,4.63
Sn0.43Ti3.78,random,False,9.56,9.31
Ba4.0Cu1.47O3.0,cuprate,False,44.56,41.16
Nb1.13Mo1.19Rb0.42C3.27,random,False,6.84,6.81
As2.14B2.07,random,False,5.59,5.82
Cu4.31Sn2.48,random,False,3.44,3.59
Tl3.52Bi4.43Cu0.85O3.56,cuprate,False,13.84,12.84
Ti1.46Ge4.18Ba0.35Y2.56,random,False,10.48,10.84
Fe1.51Se5.94Y0.21,iron,False,4.59,4.46
Y4.74Cu0.65O4.53,cuprate,False,26.95,22.69
Bi5.17Cu1.22O5.16,cuprate,False,6.45,6.51
O0.48Si3.64Fe2.3Nb5.06,random,False,10.42,10.55
Nd4.88Cu1.89O3.49,cuprate,False,26.03,22.89
Ti2.93K1.04F2.58H5.42Y5.59,random,False,29.85,28.7
Tl4.95Cu4.14O0.57,cuprate,False,23.28,23.33
Mo3.97Pb0.68,random,False,5.62,5.57
Fe3.96As3.73Ba4.94,iron,False,7.88,7.33
Co0.51Fe3.04Mg1.45P3.09C0.11,random,False,14.58,14.13
Hg4.7Y2.72Ge1.2,random,False,7.55,16.15
Ba3.29Cu1.44O5.48,cuprate,False,48.14,45.88
Bi2.98La2.81Cu4.18O0.62,cuprate,False,25.25,23.28
Nd4.08Cu3.5O5.94,cuprate,False,27.52,28.91
La4.51Ba3.21Cu1.26O1.76,cuprate,False,43.47,41.55
Pb4.39Si0.67Ni2.59Ca5.41Zr3.25,random,False,11.38,10.94
Y5.91Cu0.48O2.16,cuprate,False,24.26,22.19
Sr5.45Nd1.0Cu5.66O2.18,cuprate,False,48.79,48.85
Hg2.88Nd1.24Cu4.64O1.67,cuprate,False,53.28,52.37
Ca3.3Cu0.93O3.86,cuprate,False,46.06,43.62
Fe3.83Te1.97Bi2.86,iron,False,4.49,4.67
Ca5.47Sr3.81Cu1.72O2.16,cuprate,False,44.9,40.07
Fe0.71Se1.25Nd5.01,iron,False,5.81,5.54
Si2.31V1.27,random,False,6.96,7.33
K5.3Ba3.23S3.17,random,False,8.48,7.94
Nd3.33Bi0.39Cu2.86O1.17,cuprate,False,32.27,29.6
Y3.81Bi4.99Cu1.11O3.39,cuprate,False,20.0,19.47
Ca4.56Tl1.25La1.9Sr3.63,random,False,4.26,4.14
C3.13K4.5H3.52Ni3.4Rb5.07,random,False,13.61,13.63
P4.0Mo1.72Rb0.92Pb2.01,random,False,5.42,5.88
Fe0.93Se0.13Nd1.64,iron,False,7.45,7.56
Y4.96Co5.23Sb3.84,random,False,4.95,5.07
Fe1.35P0.58Y2.22,iron,False,10.16,10.47
Fe3.19Se4.47Tl2.35,iron,False,5.83,6.56
Fe0.52As2.94Ca3.14,iron,False,10.52,10.58
La2.36Mo0.48Fe0.27Sb3.81Tl4.41,random,False,4.43,11.42
Bi5.47Tl3.44Cu5.18O2.21,cuprate,False,22.2,21.29
Sn0.94H3.54Pb3.59Zr1.58,random,False,7.05,7.2
Cu4.81Te0.64Si3.39Ti5.99Zr5.55,random,False,24.44,24.09
H0.66F0.88Tl1.08,random,False,7.64,7.58
Pb0.68O5.82Zr3.79Te1.98,random,False,7.65,7.58
B5.23Ti2.17Si0.78F1.72Fe5.86,random,False,15.94,15.52
Ca5.07Cu4.98O4.92,cuprate,False,43.33,40.19
Sr5.54La1.54,random,False,2.88,3.08
Ca0.9Cu4.18O2.08,cuprate,False,37.21,37.47
